Unnamed: 0,Unnamed: 0.1,名称,别名,Taste,Type,Function,Effect,摘自,Unnamed: 9
1161,1161,鹅毛,missing,凉、咸,肺、胆,解毒、敛疮、收湿、消肿,痈肿疮毒、风癣疥癞、湿疹湿疮、噎膈、惊痫,中华本草,missing
1162,1162,鹅胆,missing,寒、苦,胆、肝,杀虫、解毒、清热,痔疮、杨梅疮、疥癞,中华本草,missing
1163,1163,鹅肠菜,脚皮菜、鸡肠菜、黑昆布、小海带、野海带、脚白菜、鹅蛋菜、簸箕菜、面筋菜、土海带、海带丝,寒、咸,肺、肝,散结、软坚、化痰、清热,甲状腺肿、淋巴结肿、肺结核,中华本草,missing
1164,1164,鹅不食草,食胡荽、野园荽、鸡肠草、鹅不食、地芫荽、满天星、沙飞草、地胡椒、大救驾、三节剑、山胡椒、连地稗、球子草、二郎戟、小救驾、杜网草、猪屎草、砂药草、白地茜、猪屎潺、通天窍、雾水沙、猫沙、小拳头、铁拳头、散星草、地杨梅、三牙钻、蚊子草、白珠子草、二郎剑,温、辛,肺、肝,祛风通窃、解毒消肿,感冒、头痛、鼻渊、鼻息肉、咳嗽、喉痹、耳聋、目赤翳膜、疟疾、风湿痹痛、跌打损伤、肿毒、疥癣,中华本草,missing
1165,1165,蛾药,火把草、火草,凉、辛,missing,解毒、清热,风热咳嗽、扁桃体炎、咽喉炎,中华本草,missing
1166,1166,鹗骨,鹗、睢鸠、王睢、沸波、鱼鹰、下窟乌、雕鸡、食鱼鹰,平、咸,肾,消肿痛、续骨、续筋,跌打损伤、骨折,中华本草,missing
1167,1167,飞燕草,missing,温、苦、辛、毒,肺、心、胃,泻下、治疮、催吐、杀虫、治疥,外用治跌打损伤,中华本草,missing
1168,1168,飞龙掌血叶,missing,温、苦、辛,肺、心,散瘀、解毒、消肿、止血,刀伤出血、疮疖肿毒、毒蛇咬伤,中华本草,missing
1169,1169,飞龙掌血,黄椒、三百棒、飞龙斩血、见血飞、黄大金根、血棒头、飞见血。,温、苦、辛、毒,missing,散瘀、解毒、止痛、消肿、止血、祛风,风湿痹痛、腰痛、胃痛、痛经、经闭、跌打损伤、劳伤吐血、衄血、瘀滞崩漏、疮痈肿毒,中华本草,missing
1170,1170,飞廉,飞轻、天荠、伏猪、伏兔、飞雉、木禾、飞廉蒿、老牛错、红花草、刺打草、雷公菜、大力王、枫头棵、飞帘、红马刺、刺盖、刺萝卜、大蓟、老牛锉,凉、苦,missing,祛风、凉血、活血、利湿、消肿、止血、清热,感冒咳嗽、头痛眩晕、泌尿系感染、乳糜尿、白带、黄疸、风湿痹痛、吐血、衄血、尿血、月经过多、功能性子宫出血、跌打损伤、疔疮疖肿、痔疮肿痛、烧伤,中华本草,missing
1171,1171,飞来蓝,missing,寒、苦、辛,肺,利咽、解毒、疏风、清热,感冒发热、咽喉肿痛、折喉,中华本草,missing
1172,1172,飞机草,香泽兰、民国草,温、辛、毒,missing,散瘀、解毒、消肿、止血,跌打肿痛、疮疡肿毒、稻田性皮炎、外伤出血、旱怒蝗咬后流血不止,中华本草,missing
1173,1173,飞蛾树,飞蛾楠、蝴蝶树、鸡火树。,平、苦、咸,missing,止咳、敛疮,新久咳嗽、鹅口疮,中华本草,missing
1174,1174,飞蛾七,飞蛾七、岩风七、老虎香、狗尾升麻、雨点草、血经草、石黄草、石笋一枝花,寒、苦,肝,利湿、解毒、清热,全身黄肿、眼睛发黄、跌打损伤,中华本草,missing
1175,1175,凤眼果树皮,missing,平、甘,missing,平喘、下气,哮喘,中华本草,missing
1176,1176,凤眼果壳,凤眼果荚、苹婆壳。,平、甘,小肠,活血、行气,血痢、小肠疝气、痔疮、中耳炎,中华本草,missing
1177,1177,凤眼果根,missing,平、甘,missing,missing,胃溃疡,中华本草,missing
1178,1178,凤眼草,椿荚、樗荚、凤眼子、樗树凸凸、樗树子、臭椿子、春铃子,凉、苦、涩,missing,止痢、燥湿、止血、清热,痢疾、白浊、带下、便血、尿血、崩漏,中华本草,missing
1179,1179,凤仙透骨草,透骨草、凤仙梗、凤仙花梗、凤仙花秸、凤仙花杆,温、苦、辛、毒,missing,活血、祛风湿、解毒,风湿痹痛、跌打肿痛、闭经、痛经、痈肿、丹毒、鹅掌风、蛇虫咬伤,中华本草,missing
1180,1180,凤仙花,金凤花、灯盏花、好女儿花、指甲花、海莲花、指甲桃花、金童花、竹盏花,温、苦、甘,missing,除湿、解毒、活血、止痛、杀虫、祛风,风湿肢体痿废、腰胁疼痛、妇女闭腹痛、产后瘀血未尽、跌打损伤、骨折、痈疽疮毒、毒蛇咬伤、白带、鹅掌风、灰指甲,中华本草,missing
1181,1181,凤仙根,金凤花根,平、苦、辛,missing,活血、止痛、利湿、消肿,跌扑肿痛、风湿骨痛、白带、水肿,中华本草,missing
1182,1182,凤尾猪鬃草,旱明琼、云南虎尾蕨、小凤尾草、小蕨蕨、凤尾草,寒、苦,膀胱、肝,解毒、利尿、通乳、清热,感冒发热、小儿惊风、尿路感染、乳腺炎、乳汁不通,中华本草,missing
1183,1183,凤尾搜山虎,地蜈蚣、爬山虎、过山龙、石连姜、钻地风、钻地蜈蚣、凤尾草、毛消、毛虫、搜山虎,寒、苦、涩、毒,missing,消积、降火、活络、止痛、通便、利尿、祛风,风湿稻田骨痛、坐骨神经痛、骨折、食积腹胀、便秘、目赤、牙痛、头痛、小便不利、淋浊,中华本草,missing
1184,1184,凤尾七,小丛红景天、凤尾草、凤凰草、香景天,平、苦、甘,肾、肝,益肾、调经、活血、养肝,劳热骨蒸、干血痨、头晕目眩、月经不调,中华本草,missing
1185,1185,凤尾兰,白棕、剑麻、菠萝花,平、苦、辛,missing,止咳、平喘,支气管哮喘、咳嗽,中华本草,missing
1186,1186,凤尾贯众,贯众耳蕨,寒、平、苦、涩、辛,肝,凉血、止血,便血、鼻衄、妇女崩漏,中华本草,missing
1187,1187,凤尾茶,missing,平、辛,missing,理气、和胃、发散外邪,感冒、咽喉红肿、目赤肿痛、口腔炎、牙痛、肝炎、消化不良,中华本草,missing
1188,1188,凤尾草,井口边草、小金星凤尾、铁脚鸡、山鸡尾、井茜、井阑草、石长生、凤凰草、井边茜、旋鸡头、阉鸡尾、凤尾蕨、野鸡尾、青蕨、鸡脚草、百脚草、龙须草、金鸡尾、腊肾草、百脚鸡、金鸡爪、井口鸡胶舌、井栏茜、小叶凤尾草、小凤尾、小金星凤尾草、乌脚鸡、线鸡尾、双凤尾、金鸡尾、小凤尾草、九把连环剑、鸡爪莲、背阴草,寒、苦、淡,心、大肠、肝,解毒、凉血、利湿、消肿、止血、清热,痢疾、泄泻、淋浊、带下、黄疸、疔疮肿毒、喉痹乳蛾、淋巴结核、腮腺炎、乳腺炎、高热抽搐、蛇虫咬伤、吐血、衄血、尿血、便血、外伤出血,中华本草,missing
1189,1189,凤尾参,missing,温、苦、甘,missing,强筋骨、补气、健脾胃、补血,头晕耳鸣、心慌气短、手足痿软、筋骨疼痛、支气管炎、小儿食积、营养不良,中华本草,missing
1190,1190,凤庆鸡血藤,鸡血藤、须宁鸡血藤、云南鸡血藤,missing,missing,调经、生血、和血,气血虚弱、肢麻瘫痪、风湿痹痛、虚损不育、遗精白浊、月经不调、赤白带下,中华本草,missing
1191,1191,凤凰衣,鸡卵中白皮、鸡子白皮、凤凰退、鸡蛋膜衣、鸡蛋衣、,平、甘、淡,肺、胃、脾,消翳、接骨、敛疮、清肺、养阴,外咳气喘、咽痛失音、淋巴结核、溃疡不敛、目生翳障、头目眩晕、创伤骨折,中华本草,missing
1192,1192,凤凰木,missing,寒、甘、淡,肝,潜阳、平肝,肝热型高血压，眩晕，心烦不宁,中华本草,missing
1193,1193,凤冠草,凤凰草、凤尾草、三叉草、小凤尾、翠云草、山凤尾、井边茜、凤尾蕨、凤凰尾、鸡脚草、半边草、白蕨、黑边草、三叉草,寒、苦、涩、毒,大肠、膀胱、肝,解毒、凉血、利湿、消肿、止血、清热,痢疾、泄泻、疟疾、黄疸、淋病、白带、咽喉肿痛、痄腮、痈疽、瘰疬、崩漏、痔疮出血、外伤出血、跌打肿痛、疥疮、湿疹,中华本草,missing
1194,1194,风箱树花,missing,凉、苦,大肠、小肠,止泻、利湿、收敛、清热,泄泻、痢疾,中华本草,missing
1195,1195,风箱树根,水杨梅蔃、杨梅树根、水杨梅根、八卦风、黄被棒,凉、苦,肺、大肠,散瘀、利湿、消肿、清热,感冒发热、咳嗽、咽喉肿痛、肝炎、尿路感染、盆腔炎、睾丸炎、风湿性关节炎、痈肿、跌打损伤,中华本草,missing
1196,1196,风藤草根,木通,平、淡,missing,利小便、祛风湿、止痛、活血,风湿痹痛、小便不利、水肿、淋浊癃闭、闭经、跌打损伤,中华本草,missing
1197,1197,风藤草,小木通、细木通、木通,凉、苦,肺、脾,祛风、和络、止痛、清热,风湿关节痛、风疹瘙痒、疮疥、肿毒、火眼疼痛、及小便不利,中华本草,missing
1198,1198,风气草,仁皂刺、乳痈药、白龙须,苦、辛,missing,除湿、解毒、清热、祛风,感冒发热、黄疸肝炎、肺热咳嗽、咽喉肿痛、风湿热痹、乳痈、痈肿疮疖、毒蛇咬伤,中华本草,missing
1199,1199,风兰,净瓶、石芭蕉、大果上叶、牛骨棒,凉、甘,missing,利咽、活血、止痛、清热,肺热咳嗽、咽喉疼痛、疝气、跌打损伤,中华本草,missing
1200,1200,风寒草,临时救、过路黄、小过路黄、胡氏排草、对生黄花叶、小风寒、红头绳、黄花珠、九莲灯、大疮药、爬地黄,温、苦、辛,missing,消积、解毒、排石、利湿、化痰、止咳、散寒、祛风,风寒头痛、咳嗽痰多、咽喉肿痛、黄疸、胆道结石、尿路结石、小儿府积、痈疽疔疮、毒蛇咬伤,中华本草,missing
1201,1201,风车藤,红龙、狗角藤。,温、苦、涩,肾,止遗、温肾、涩精、益气,肾虚阳痿、遗精、尿频、自汗盗汗、风寒湿痹,中华本草,missing
1202,1202,丰花草,假蛇舌草、波利亚草,凉、苦,missing,祛瘀、解毒、活血、消肿,跌打损伤、骨折、痈疽肿毒、毒蛇咬伤,中华本草,missing
1203,1203,分枝火绒草,火艾、火草、白蒿,温、辛、淡,missing,止痛、祛寒,胃寒、腹痛、风湿关节疼痛,中华本草,missing
1204,1204,分心木,胡桃衣、胡桃夹、胡桃隔、核桃隔,平、苦、涩,脾、肾,缩尿、止泻痢、涩精、止血、止带,遗精滑泄、尿频遗尿、崩漏、带下，泄泻、痢疾,中华本草,missing
1205,1205,方叶五月茶,田边木。,温、辛,肝,止痒、拔脓,小儿头疮,中华本草,missing
1206,1206,方榄,三角榄。,平、涩、甘、酸,missing,利咽、止渴、清肺、生津,咽痛、咳嗽、烦渴,中华本草,missing
1207,1207,方解石,黄石,寒、苦、辛、毒,肺、胃,解毒、通脉、利湿、清热,胸中留热结气、黄疸,中华本草,missing
1208,1208,方儿茶,棕儿茶,凉、苦、涩,missing,定痛、敛疮、收湿、化痰、止血、清热,疮疡久溃不敛、湿疮流水、牙疳、口疮、咯血、吐血、尿血、便血、血崩、外伤出血、痔疮痈肿、痰热咳嗽,中华本草,missing
1209,1209,发痧藤,过山龙、惊风红、夜牵牛、虎三头、大木菊、软骨山川、藤牛七、蔓斑鸠菊,温、苦、辛、毒,missing,解表、活络、舒筋、祛风,感冒、疟疾、喉痛、牙痛、风火赤眼、风湿痹痛、腰肌劳损、跌打损伤,中华本草,missing
1210,1210,发菜,missing,missing,missing,降压、化痰、利尿、止咳、补血,妇女血虚、高血压病、咳嗽痰多,中华本草,missing
1211,1211,凫肉,绿头鸭、鸍、沈凫、松凫、野鸭、野骛、晨凫、大红腿鸭、凫鸭、大麻鸭、水鸭,凉、甘,胃、脾,消食、解毒、补中、利水、益气、和胃,病后体弱、食欲不振、虚赢乏力、脾虚水肿、脱肛、久疟、热毒疮疖,中华本草,missing
1212,1212,伏毛苎麻,missing,missing,missing,missing,治诸骨鲠喉,中华本草,missing
1213,1213,伏龙肝,灶中黄土、釜下土、釜月下土、灶中土、灶内黄土、灶心土,温、辛、毒,胃、脾、肝,止泻、温中、止血、止呕,呕吐反胃、腹痛泄泻、吐血、衄血、便血、尿血、妇女妊娠恶阻、崩漏、带下、痈肿溃疡,中华本草,missing
1214,1214,防已,汉防已、瓜防已、石蟾蜍、长根金少年犯,寒、苦、辛,肺、膀胱、脾,利水、止痛、消肿、祛风,水肿、小便不利、风湿痹痛、脚气肿痛、疥癣疮肿、高血压病,中华本草,missing
1215,1215,防风叶,missing,missing,missing,missing,出汗,中华本草,missing
1216,1216,防风花,missing,温、辛,胃、脾、肝,理气通络止痛,脘腹痛、四肢拘挛、骨节疼痛,中华本草,missing
1217,1217,防风,铜芸、回云、回草、百枝、百种、屏风、风肉,温、甘、辛,肺、膀胱、脾、肝,解表、胜湿、解痉、止痛、止痒、祛风,外感风寒、头痛身痛、风湿痹痛、骨节酸痛、腹痛泄泻、肠风下血、破伤风、风疹瘙痒、疮疡初起,中华本草,missing
1218,1218,附子,missing,热、甘、辛、毒,心、脾、肾,除湿、回阳救逆、补火、散寒、助阳,亡阳欲脱、肢冷脉微、阳痿宫冷、心腹冷痛、虚寒吐泻久痢、阴寒水肿、阳虚外感、风寒湿痹、阴疽疮疡,中华本草,missing
1219,1219,芙蓉叶,拒霜叶、芙蓉花叶、铁箍散。,凉、苦、辛,肺、肝,解毒、凉血、清肺、消肿,肺热咳嗽、目赤肿痛、痈疽肿毒、恶疮、缠身蛇丹、脓疱疮、肾盂肾炎、水火烫伤、毒蛇咬伤、跌打损伤,中华本草,missing
1220,1220,芙蓉菊根,missing,苦、辛,missing,除湿、温中、祛除、止痛,风湿痹痛、脖腹冷痛,中华本草,missing
1221,1221,芙蓉花,拒霜花、片掌花、四面花、转观花、醉酒芙蓉、文官花、九头花、七星花、富常花、霜降花、山芙蓉、胡索花、旱芙蓉、三变花。,凉、苦、辛,肺、心、肝,排脓、解毒、凉血、消肿、止血、清热,肺热咳嗽、吐血、目赤肿痛、崩漏、白带、腹泻、腹痛、痈肿、疮疖、毒蛇咬伤、水火烫伤、跌打损伤,中华本草,missing
1222,1222,芙蓉根,missing,凉、苦、辛,肺、心、肝,解毒、凉血、消肿、清热,痈疽肿毒初起、臁疮、目赤肿痛、肺痈、咳喘、赤白痢疾、妇人白带、肾盂肾炎,中华本草,missing
1223,1223,扶桑叶,missing,平、甘、淡,心、肝,利湿、解毒、消热,白带、淋证、疔疮肿毒、腮腺炎、乳腺炎、淋巴结炎,中华本草,missing
1224,1224,扶桑金星蕨,missing,寒、苦,missing,止血、消炎,外伤出血,中华本草,missing
1225,1225,扶桑花,花上花、大红花、吊丝红花、土红花、大红牡丹花、吊钟花、木花、朋红、公鸡花、佛桑花、贼头花、紫花兰、状元红。,平、甘、淡,肺、心、脾、肝,解毒、凉血、清肺、化湿,肺热咳嗽、咯血、鼻衄、崩漏、白带、痢疾、赤白浊、痈肿毒疮,中华本草,missing
1226,1226,扶桑根,missing,平、涩、甘,肺、脾、肝,调经、利湿、解毒,月经不调、崩漏、白带、白浊、痈疮肿毒、尿路感染、急性结膜炎,中华本草,missing
1227,1227,扶芳藤,滂藤、岩青藤、万年青、千斤藤、山百足、抬络藤、对叶肾、土杜仲、藤卫矛、尖叶爬行卫矛、过墙风、攀援丝棉木、坐转藤、小藤仲、爬墙虎、换骨筋、绿皮杜仲、棉花杜仲、惊风草。,温、苦、甘、辛,脾、肾、肝,益肾、消瘀、活络、止血、壮腰、舒筋,肾虚腰膝酸痛、半身不遂、风湿痹痛、小儿惊风、咯血、吐血、血崩、月经不调、子宫脱垂、跌打骨折、创伤出血,中华本草,missing
1228,1228,佛指甲,瓦松、瓦花、滇瓦花、石花、石根、九头狮子草、岩如意,寒、甘、辛,肺、肾、肝,解毒、凉血、祛风湿、止血、清热,咽喉肿痛、口腔溃汤、湿疹疮毒、鼻衄、咳血、咯血、风湿痹痛、风热头痛,中华本草,missing
1229,1229,佛手露,missing,平、辛、淡,肺、胃、肾、肝,行气、解郁,胸膈郁闷不舒,中华本草,missing
1230,1230,佛手花,佛柑花。,温、苦,胃、肝,疏肝、理气、和胃,肝胃气痛、食欲不振,中华本草,missing
1231,1231,佛手柑根,missing,平、苦、辛,胃、脾、肾,顺气、化痰,肝胃气痛、脾肿大、癫痫,中华本草,missing
1232,1232,佛手柑,佛手、佛手香橼、蜜筩柑、蜜罗柑、福寿柑、五指柑、手柑。,温、苦、辛,肺、胃、脾、肝,舒肝、化痰、理气、和胃,肝气郁结之胁痛、胸闷、肝胃不和、脾胃气滞之脘腹胀痛、暖气、恶心、久咳痰多,中华本草,missing
1233,1233,佛葵,锈草、排草叶、钮扣子、红莲草、白莲草、珍珠菜、红丝线,温、辛、毒,missing,解毒、消肿,痈肿疮毒、鼻疮、耳疮,中华本草,missing
