Name,Label,Other_Name,Taste,Type,Effect,Treat
护心胆,1,红花鸡距草、紫花荷花牡丹、地锦苗、紫花荷包牡丹、七寸高、三月烂、飞菜、鹿耳草、大羊不吃,苦、寒,心、肝、胃,活血、止痛、清热、解毒,"['腹痛泄泻', '跌打损伤', '痈疮肿毒', '目赤肿痛', '胃痛']"
翅果唐松草,1,猫爪子、红莲,苦、寒,心、肺、胃,清热、解毒,"['肺热咳嗽', '咽峡炎']"
水黾,1,水马、水爬虫、婆子、水和尚、水豆油,0,心、肝,截疟、疗痔,"['疟疮', '痔疮']"
水牛角,1,沙牛角,苦、寒,心、肝,清热、凉血、解毒,"['热病头痛', '壮热神昏', '斑疹', '吐衄', '小儿惊风', '喉痹咽肿']"
水牛角浓缩粉,1,0,苦、寒,心、肝,清热、解毒、凉血、定惊,"['温病高热', '神昏谵语', '发斑发疹', '吐血衄血', '惊风', '癫狂']"
草柏枝,1,松叶接骨草、松叶蒿、蜈蚣草,平、辛、苦,心,养心、安神、止血,"['心脏衰弱', '心悸', '咳嗽痰中带血']"
茶树根,1,0,苦、凉,心、肾,强心、利尿、活血、调经、清热、解毒,"['心脏病', '水肿', '肝炎', '痛经', '疮疡肿毒', '口疮', '汤火灼伤', '带状疱疹', '牛皮癣']"
蟾舌,1,0,辛、苦、甘、凉,心,解毒、拔疔,['疔疮']
冲天果,1,闹鱼藤、冲天子、毒鱼藤、乔木鸡血藤,苦、辛、凉,心,消肿、解毒、活血、祛风,"['痈疮疖肿', '湿疹瘙痒', '癣疥', '癞痢头', '跌打损伤', '骨折', '外伤']"
荔枝藤,1,红叶藤、红叶秋树、牛见愁、牛栓藤、霸王藤、伍藤、铁藤,苦、涩、凉,心,清热、解毒、消肿、止痛、止血,"['疮疖', '跌打肿痛', '外伤出血']"
蛇葡萄,1,蛇白蔹、假葡萄、野葡萄、山葡萄、绿葡萄、见毒消、酸藤、爬山虎、烟火藤、山天萝、过山龙、母苦藤、见肿消、梦中消、内红消、外红消、酸古藤、禾黄藤、禾稼子藤、山刺瓜、大叶岩益、狗葡萄、山胡烂、水葡萄,苦、凉,心、肝、肾,利尿、消炎、止血,"['慢性肾炎', '肝炎', '小便涩痛', '胃热呕吐', '风疹块', '疮毒', '外伤出血']"
射罔,1,0,苦、热,心、肝,0,"['瘰疬结核', '瘘疮毒肿', '头风', '风痹', '腹中症结', '疟疾', '疝气']"
荔枝壳,1,0,苦、凉,心,除湿、止痢、止血,"['痢疾', '血崩', '湿疹']"
苦苣苔,1,锯齿三七、一张白、岩菜、水鳖草,苦、寒,心,解蛇毒,['毒蛇咬伤']
矩形叶鼠刺,1,鸡骨柴、牛皮桐、老茶王、华鼠刺、银牙莲、糯米树、青皮柴、生死樵、狗萱、女人柴、两面青,苦、温,心,滋补、强壮、祛风、除湿、接骨、续筋,"['身体虚弱', '劳伤乏力', '咳嗽', '咽痛', '白带', '腰痛', '跌打损伤', '骨折']"
金钗凤尾蕨,1,羽叶凤尾蕨、南方凤尾蕨、青丫蕨、冷蕨草,苦、凉,心,清热、利湿、祛风、定惊、敛疮、止血,"['痢疾', '泄泻', '黄疸', '小儿惊风', '外伤出血', '烫火伤']"
夹竹桃,1,红花夹竹桃、柳叶桃、拘那夷、拘孥儿、棋那卫、叫出冬、水甘草、九节肿、大节肿、白羊桃、拘拏儿、枸那、桃叶桃、枸那异、状元竹、柳竹桃、柳条花、三季红、三李白、洋桃、柳叶树、洋桃梅、四季红、红羊皮,苦、寒,心,强心、利尿、祛痰、杀虫,"['心力衰竭', '癫痫', '外用甲沟炎', '斑秃', '杀蝇']"
回心草,1,茴心草、茴薪草、铁脚一把伞、岩谷伞、大叶藓、铁脚一把伞、太阳草,辛、苦、平,心,安神、镇静,"['心脏病心慌', '心悸', '神经衰弱']"
黄荆根,1,0,辛、微苦、温,心,解表、止咳、祛风、除湿、理气、止痛,"['感冒', '慢性气管炎', '风湿痹痛', '胃痛', '痧气', '腹痛']"
黄花夹竹桃,1,酒杯花、台湾柳、柳木子、相等子、大飞酸子、夹竹桃、番仔桃、吊钟花、竹桃、树都拉、铁石榴、杨石榴、菱角树、癣疮叶、黄花状元竹、美国黄蝉、竹驼子、杨柳树、铁菱角、都拉树,辛、苦、温,心,强心、利尿、消肿,"['各种心脏病引起的心力衰竭', '阵发性室上性心动过速', '阵发性心房纤颤']"
花叶竹芋,1,0,微苦、辛、寒,心,清热、解毒、散结、消肿,"['痈疽', '疮疡', '无名肿毒', '跌打损伤', '瘀血肿痛']"
鬼盖,1,地盖、鬼伞、朝生、鬼屋、鬼菌、朝菌、朝生地盖、一夜茸,甘、平,心,解毒、疗疮,"['小儿癎病', '疔肿', '恶疮']"
新塔花,1,续则[维名]、小叶薄荷,辛、凉,心、肾,安神、强壮,"['失眠', '心慌', '软骨病', '阳痿']"
赶山鞭,1,小金丝桃、小茶叶、小金雀、女儿茶、小早莲、小连翘、小叶连翘、小旱莲、刘寄奴,苦、平,心,止血、镇痛、通乳,"['咯血', '吐血', '子宫出血', '风湿关节痛', '神经痛', '跌打损伤', '乳汁缺乏', '乳腺炎', '外用创伤出血', '痈疖肿毒']"
浮小麦,1,浮水麦、浮麦,甘、凉,心,除虚热、止汗,"['止阴虚发热', '盗汗', '自汗']"
峨眉半边莲,1,观音莲、半边莲、峨眉莲座蕨,苦、淡、凉,心,除风湿、利小便,"['风湿骨痛', '肺病热咳', '腮腺炎', '小便不利', '血痢', '痈肿热毒']"
对叶林,1,西藏吊灯花、底线参、蕤参,辛、寒,心,杀虫、解毒,"['蛔虫病', '疔疮肿毒']"
博落回,1,号筒梗、三钱三、泡通珠、博落筒、落回、号筒草、勃勒回、号简秆、号筒青、滚地龙、山号筒、山麻骨、猢狲竹、空洞草、角罗吹、号角斗竹、亚麻筒、山火筒、山梧桐、通大海、边天蒿、通天大黄、土霸王、号桐树、号筒杆、山号简、翻牛白、狮子爪、喇叭简、吹火简、蛇罗麻、野麻秆、哈哈简、菠萝简,苦、寒,心、肝、胃,消肿、解毒、杀虫,"['指疔', '脓肿', '急性扁桃体炎', '中耳炎', '滴虫性阴道炎', '下肢溃疡', '烫伤', '顽癣']"
杜鹃,1,杜鹃花、红杜鹃、映山红、艳山红、艳山花、清明花、大杜鹃、四声杜鹃、小杜鹃、中杜鹃、鹈鴂、巂周、子巂鸟、周燕、鶗鴂、杜宇、子规、谢豹、怨鸟、催归、阳雀、巂、子归,甘、平,心,消瘰、通便、镇咳,"['淋巴结结核', '便泌', '百日咳']"
独叶一枝枪,1,独叶一枝花、华无柱兰,微甘、凉,心,解毒、消肿、活血、止血,"['毒蛇咬伤', '无名肿毒', '跌打损伤', '吐血']"
地柑,1,葫芦藤,甘、寒,心,清心、泻火、凉血、止血,"['癫狂', '尿血', '鼻衄']"
大母猪藤,1,大叶乌蔹莓、野葡萄、绿叶扁担藤、稀果野葡萄、地五加、母猪藤,微苦、平,心,除风湿、通经络,"['牙痛', '风湿关节炎', '无名肿毒']"
大麦奴,1,0,辛、寒,心,清热、解毒,"['热病发热', '服丹石中毒']"
大九节铃,1,艾叶酸蔹藤、牛角天麻、铜皮铁箍、牛解天麻,辛、涩、微麻、微寒,心,活血、止痛、解毒、敛疮,"['骨折', '刀枪伤', '烧伤', '痈肿']"
大靛根,1,0,苦、平,心,清热、解毒、止痛,"['丹毒', '痈肿疮疡', '蛇虫咬伤']"
楤叶悬钩子,1,0,苦、凉,心,解毒、消肿、燥湿、止痒,"['疮疖肿毒', '湿疹瘙痒']"
臭节草根,1,0,苦、微寒,心,解毒、消肿,['疮疖肿毒']
赶风柴,1,节节红、饭汤叶、亚寨凡、大班鸠米、贼佬药、大斑鸠米、白花茶,涩、微辛、苦、平,心,散瘀、止血、解毒、消肿,"['衄血', '咳血', '吐血', '便血', '跌打瘀肿', '外伤出血', '水火烫伤', '疮毒溃烂']"
山壳骨,1,小驳骨,苦、微辛、平,心、肝,化瘀、消肿、止血,"['跌打损伤', '骨折', '外伤出血']"
小草,1,细草、青小草,辛、苦、平,心、肾,祛痰、安神、消痈,"['咳嗽痰多', '虚烦', '惊恐', '梦遗失精', '胸痹心痛', '痈肿疮疡']"
王瓜,1,钩、藈姑、土瓜、雹瓜、老鸦瓜、野甜瓜、马雹儿、马剥儿、马瓟瓜、公公须、杜瓜、鸽蛋瓜、吊瓜、山冬瓜、水瓜、苦瓜莲、小苦兜、钩蒌、郭璞、山科瓜,苦、寒,心、肾,清热、性津、化瘀、通乳,"['消渴', '黄疸', '噎膈反胃', '经闭', '乳汁滞少', '痈肿', '慢性咽喉炎']"
灯心草根,1,灯草根,甘、寒,心、膀胱,利水、通淋、清心、安神,"['淋病', '小便不利', '湿热黄疸', '心悸不安']"
川木通,1,淮通、淮木通、小木通、油木通、白木通,淡、苦、寒,心、小肠、膀胱,清热、利水、活血、通乳,"['湿热癃闭', '水肿', '琳病', '妇女乳难', '月经闭止']"
紫鸭跖草,1,血见愁、紫露草、鸭舌草、本山金线连、鸭舌黄,淡、甘、凉,心、肝,活血、止血、解蛇毒,"['蛇泡疮', '疮疡', '毒蛇咬伤', '跌打风湿']"
紫花地丁,1,铧头草、光瓣堇菜、堇堇菜、箭头草、地丁、角子、独行虎、地丁草、宝剑草、犁头草、紫地丁、免耳草、金前刀、小角子花,苦、辛、寒,心、肝,清热、解毒、凉血、消肿,"['疔疮肿毒', '痈疽发背', '丹毒', '毒蛇咬伤']"
紫草,1,硬紫草、软紫草、藐、茈草、紫丹、紫苭、地血、茈蔰、紫草茸、鸦衔草、紫草根、山紫草、红石根、紫芺、野紫草、野麻灯、大紫草、红紫草、紫根、紫草根子、红条紫草,苦、寒,心、肝,凉血、活血、解毒、透疹,"['血热毒盛', '斑疹紫黑', '麻疹不透', '疮疡', '湿疹', '水火烫伤']"
苎麻叶,1,0,甘、微苦、寒,肝、心,凉血、止血、散瘀,"['咯血', '吐血', '血淋', '尿血', '肛门肿痛', '赤自带下', '跌扑瘀血', '创伤出血', '乳痈', '丹毒']"
苎麻根,1,家苎麻、野麻、白麻、园麻、青麻、苎根、苎麻头、野苎根、苎麻茹,甘、寒,肝、心、膀胱,清热、止血、解毒、散瘀,"['热病大渴', '大狂', '血淋', '癃闭', '吐血', '下血', '赤白带下', '丹毒', '痈肿', '跌打损伤', '蛇虫咬伤']"
高山唐松草,1,马尾黄连,苦、寒,胃、肝、心,清热、泻火、解毒,"['头痛目赤', '泄泻痢疾', '疮疡']"
竹卷心,1,竹针、竹心、竹叶卷心,苦、寒、淡、甘,心、肝,清心、除烦、利尿、解毒,"['热病烦渴', '小便短赤', '烧烫伤']"
竹蠹虫蛀末,1,竹蛀屑,苦、寒,心、肝,清热、解毒、去湿、敛疮,"['耵耳流脓水', '湿毒臁疮', '烧烫伤']"
猪脑,1,0,甘、寒,心、肝、肾,补益、脑髓、疏风、润泽、生肌,"['头痛', '眩晕', '失眠', '手足皲裂', '痈肿', '冻疮']"
肿节风,1,接骨金粟兰、九节茶、九节花、九节风、竹节茶、接骨莲、观音茶、接骨木、驳节茶、鸭脚节、山牛膝、珍珠兰、九节草、野靛、学士茶、接骨丹、接骨草、铜脚灵仙、九节兰、节骨茶、竹茶,苦、辛、平,心、肝,清热、凉血、活血、消斑、祛风、通络,"['血热紫斑', '紫癜', '风湿痹痛', '跌打损伤']"
西红花,1,藏红花、番红花,甘、平,心、肝,活血、化瘀、凉血、解毒、解郁、安神,"['经闭症瘕', '产后瘀阻', '温毒发斑', '忧郁痞闷', '惊悸发狂']"
鱵鱼,1,箴鱼、铜哾鱼、姜公鱼、针工鱼、针鱼、单针鱼、针扎鱼、铜吮鱼,甘、微寒,心、肝,养阴、益气、解毒,"['阴虚烦热', '盗汗自汗', '疮疖溃疡']"
赭石,1,代赭石、钉头赭石、红石头,苦、寒,肝、心,平肝、潜阳、降逆、止血,"['眩晕耳鸣', '呕吐', '噫气', '呃逆', '喘息', '吐血', '衄血', '崩漏下血']"
仙鹤草,1,龙芽草、脱力草、狼牙草、金顶龙牙、黄龙尾、毛脚茵、龙牙草、施州龙牙草、瓜香草、铁胡蜂、金顶龙芽、老鹳嘴、子母草、黄龙牙、草龙牙、地椒、黄花草、蛇疙瘩、龙头草、寸八节、过路黄、毛脚鸡、杰里花、线麻子花、刀口药、大毛药、地仙草、蛇倒退、路边鸡、毛将军、鸡爪沙、路边黄、五蹄风、牛头草、鹤草芽、泻痢草、黄花仔、异风颈草、子不离母、父子草、毛鸡草、群兰败毒草、止血草黄龙牙,苦、辛、平,心、肝,止血、健胃,"['咯血', '吐血', '尿血', '便血', '赤白痢疾', '崩漏带下', '劳伤脱力', '痈肿', '跌打', '创伤出血']"
银箔,1,银薄、银页、银泊,辛、平、大寒,心、肝,安神、镇惊,"['惊痫', '癫狂', '心悸恍惚', '夜不安寐']"
鲜地黄,1,生地黄、鲜生地、山烟根,甘、苦、寒,心、肝、肾,清热、凉血、生津,"['温病伤阴', '大热烦渴', '舌绛', '神昏', '斑疹', '吐血', '衄血', '虚劳骨蒸', '咳血', '消渴', '便秘', '血崩']"
香加皮,1,北五加皮、羊奶藤、羊桃梢、羊奶子、杠柳皮、臭五加、山五加皮、香五加皮、、五加皮,辛、苦、温,肝、肾、心,祛风湿、强筋骨,"['风寒湿痹', '腰膝酸软', '心悸气短', '下肢浮肿']"
一柱香,1,臭假耳草、新草耳,辛、凉,心、肝,清肝、泻火,"['无名肿毒', '目赤红肿', '毒蛇咬伤']"
夜交藤,1,棋藤、首乌藤,甘、微苦、平,心、肝,养心、安神、祛风、通络,"['失眠', '多梦', '血虚身痛', '肌肤麻木', '风湿痹痛', '风疹瘙痒']"
小叶爱楠,1,树萝卜、石矮陀、石不生、岩包、猴子板凳、猴子瘿袋,淡、凉,心、肝、肾,舒肝、祛风、利湿、散瘀、消肿,"['黄疸型肝炎', '月经不调', '风湿骨痛', '腰膝痹痛', '小儿惊风', '麻风']"
叶底红,1,调经草、叶下红、野海棠、红娘子、江南野海棠、大毛蛇、血还魂、还魂红、沙崩草、假紫苏、红背野海棠,微苦、甘、凉,肝、心、膀胱,养血、调经,"['血虚萎黄', '月经不调', '闭经', '痛经', '带下']"
野芋,1,野芋头、老芋、野芋艿、红芋荷、野芋荷、野山芋、土芝、麻芋子、石芋,辛、寒,心、肝,0,"['乳痈', '肿毒', '麻风', '疥癣', '跌打损伤', '蜂螫伤']"
野漆树根,1,林背子,苦、寒,肝、肾、心,0,"['气郁胸闷', '胸肺受伤', '咳血', '吐血', '腰痛']"
羊角拗子,1,0,苦、寒,心、肝,活血、消肿、止痒、杀虫,"['风湿', '疥癣', '跌打', '疮肿']"
羊黄,1,0,苦、平,肝、心,清热、开窍、化痰、镇惊,"['热盛神昏', '风痰闭窍', '谵妄', '惊痫']"
乌金草,1,当药,甘、微苦、平,心、肝,平肝、强心、养血、调经,"['血虚头晕', '神经衰弱', '高血压症', '月经不调']"
关木通,1,木通马兜铃、东北木通、马木通、万年藤、苦木通、木通、桤木香,苦、寒,心、小肠、膀胱,清心火、利小便、通经、下乳,"['口舌生疮', '心烦尿赤', '水肿', '热淋涩痛', '白带', '经闭乳少', '湿热痹痛']"
花木通,1,0,苦、寒,心、小肠、膀胱,清热、利尿,"['水肿', '膀胱炎', '尿道炎', '口舌生疮', '久痢脱肛', '乳汁不通']"
淮通,1,淮木通、青木香、淮通马兜铃、理防己、木防已、岩见悉,苦、寒,心、肾、膀胱、小肠,清热、利湿、祛风、止痛,"['泻痢腹痛', '湿热身肿', '小便赤涩', '尿血', '风湿热痹', '痈肿恶疮', '湿疹', '毒蛇咬伤']"
水银,1,汞、白澒、姹女、铅精、流珠、赤汞、砂汞、灵液、活宝、澒、神胶、元水、元珠,辛、寒,心、肝、肾,杀虫、攻毒,"['疥癣', '梅毒', '恶疮', '痔痿']"
大青,1,大青叶、臭大青,苦、寒,胃、心,清热、解毒、凉血、止血,"['外感热病热盛烦渴', '咽喉肿痛', '口疮', '黄疸', '热毒痢', '急性肠炎', '痈疽肿毒', '衄血', '血淋', '外伤出血']"
水栀,1,伏尸栀子、水栀子、黄箕子、黄枝、马牙栀、建栀、黄栀子、小栀子,苦、寒,心、肝,散热、解毒、消肿、止痛,"['热毒', '黄疸', '鼻衄', '肾炎水肿', '挫伤扭伤']"
大青叶,1,大青、蓝叶、蓝菜、蓝腚叶,苦、寒,心、胃,清热、解毒、凉血、消斑,"['温邪入营', '高热神昏', '发斑发疹', '黄疸', '热痢', '痄腮', '喉痹', '丹毒', '痈肿']"
大羽藓,1,0,淡、凉,心、肝、胃,清热、拔毒、生肌,['水火烫伤']
单花山竹子,1,0,苦、涩、凉,心、胃,清热、解毒、收敛、生肌,"['湿疹', '口腔炎', '牙周炎', '下肢溃疡', '烧伤', '烫伤']"
淡竹叶,1,碎骨子、山鸡米、金鸡米、迷身草、竹叶门冬青、竹叶麦冬、金竹叶、长竹叶、山冬、地竹、野麦冬、淡竹米、林下竹、土麦冬,甘、淡、寒,心、胃、小肠,清热、除烦、利尿,"['热病烦渴', '小便赤涩淋痛', '口舌生疮']"
莲子心,1,莲心、薏、苦薏、莲薏,苦、寒,心、肾,清心、去热、止血、涩精,"['心烦', '口渴', '吐血', '遗精', '目赤肿痛']"
竻苋菜,1,0,甘、寒,心、肾,清热、利湿、解毒、消肿,"['痢疾', '便血', '浮肿', '白带', '胆结石', '瘰疬', '痔疮', '疔疮', '喉痛', '蛇咬伤']"
地毡草,1,金雀梅、金雀花、天地花、地红花、小毛毡苔,淡、寒,心、肺、胃,清热、解渴、凉血、通淋,"['感冒', '肺痈', '咳嗽口渴', '吐血咯血', '淋病', '喉蛾', '疔疮']"
迭裂黄堇,1,厚翅紫堇,苦、涩、寒,心、肝、胃,清热、解毒、止血、敛疮,"['热病高热', '黄疸型肝炎', '肠炎', '外伤出血', '疮疡溃后久不收口']"
黄蜀葵叶,1,秋葵叶,甘、寒,心、肾,清热、解毒、接骨、生肌,"['热毒疮痈', '尿路感染', '骨折', '烫火伤', '外伤出血']"
旱莲花,1,金莲花、大红鸟、吐血丹、荷叶七,辛、酸、凉,心、肾,清热、解毒、凉血、止血,"['目赤肿痛', '疮疖', '吐血', '咯血']"
象牙,1,象牙屑,甘、寒,心、肾,清热、定惊、拔毒、生肌,"['惊风癫痫', '热痰骨蒸', '痈疮肿毒']"
过山龙,1,羊葡萄蔓、草葡萄,辛、热,心、肾,祛风、除湿、散瘀、消肿,"['风寒湿痹', '跌打瘀肿', '痈疽肿痛']"
太阳针,1,0,淡、平,心、肝,镇静、安惊,"['失眠心慌', '癫痫']"
藤商陆,1,野牵牛、野番薯、栅手、五爪金龙、山苦瓜、苦瓜头、百解薯、牛乳薯、五爪薯、野商陆、山水瓜,苦、寒,心、肝,逐水、消肿、解毒、散结,"['痈肿疮毒', '水肿腹胀', '瘰疬']"
天竺黄,1,天竹黄、竹黄,甘、寒,心、肝,清热、豁痰、宁心、定惊,"['热病神昏谵语', '中风痰壅', '小儿惊风抽搐']"
铁,1,黑金、生铁、钢铁、跳铁、鍒铁、劳铁、熟铁、鑐铁、柔铁、乌金,辛、凉,心、肝、肾,镇心、平肝、消痈、解毒,"['惊痫', '癫狂', '痈毒']"
铁精,1,铁精粉、铁花,辛、苦、平,心、肝,镇惊、安神、消肿、解毒,"['惊悸癫狂', '疔疮肿毒', '脱肛']"
